Notes,Month,Month_Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Jan., 2013",2013-01,"Rifle, shotgun and larger firearm discharge",W33,6,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,Discharge from other and unspecified firearms,W34,44,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,Intentional self-harm by handgun discharge,X72,440,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,271,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,Intentional self-harm by other and unspecified firearm discharge,X74,1086,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,Assault by handgun discharge,X93,71,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,"Assault by rifle, shotgun and larger firearm discharge",X94,38,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,Assault by other and unspecified firearm discharge,X95,831,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,"Other and unspecified firearm discharge, undetermined intent",Y24,19,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2013",2013-01,Legal intervention involving firearm discharge,Y35.0,46,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,Handgun discharge,W32,10,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,Intentional self-harm by handgun discharge,X72,390,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,224,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,Intentional self-harm by other and unspecified firearm discharge,X74,978,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,Assault by handgun discharge,X93,47,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,"Assault by rifle, shotgun and larger firearm discharge",X94,30,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,Assault by other and unspecified firearm discharge,X95,617,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,"Other and unspecified firearm discharge, undetermined intent",Y24,16,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2013",2013-02,Legal intervention involving firearm discharge,Y35.0,27,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,"Rifle, shotgun and larger firearm discharge",W33,7,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,Discharge from other and unspecified firearms,W34,34,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,Intentional self-harm by handgun discharge,X72,489,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,264,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,Intentional self-harm by other and unspecified firearm discharge,X74,1117,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,Assault by handgun discharge,X93,85,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,"Assault by rifle, shotgun and larger firearm discharge",X94,36,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,Assault by other and unspecified firearm discharge,X95,763,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,"Other and unspecified firearm discharge, undetermined intent",Y24,19,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2013",2013-03,Legal intervention involving firearm discharge,Y35.0,39,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,Terrorism involving firearms,U01.4,1,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,Handgun discharge,W32,10,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,Discharge from other and unspecified firearms,W34,22,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,Intentional self-harm by handgun discharge,X72,459,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,257,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,Intentional self-harm by other and unspecified firearm discharge,X74,1103,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,Assault by handgun discharge,X93,68,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,"Assault by rifle, shotgun and larger firearm discharge",X94,27,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,Assault by other and unspecified firearm discharge,X95,780,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,"Other and unspecified firearm discharge, undetermined intent",Y24,19,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2013",2013-04,Legal intervention involving firearm discharge,Y35.0,41,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,Handgun discharge,W32,4,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,"Rifle, shotgun and larger firearm discharge",W33,9,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,Discharge from other and unspecified firearms,W34,23,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,Intentional self-harm by handgun discharge,X72,421,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,279,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,Intentional self-harm by other and unspecified firearm discharge,X74,1091,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,Assault by handgun discharge,X93,70,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,"Assault by rifle, shotgun and larger firearm discharge",X94,42,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,Assault by other and unspecified firearm discharge,X95,798,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,"Handgun discharge, undetermined intent",Y22,2,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,"Other and unspecified firearm discharge, undetermined intent",Y24,18,Not Applicable,Not Applicable,Not Applicable
,"May, 2013",2013-05,Legal intervention involving firearm discharge,Y35.0,45,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,Handgun discharge,W32,9,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,"Rifle, shotgun and larger firearm discharge",W33,2,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,Discharge from other and unspecified firearms,W34,23,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,Intentional self-harm by handgun discharge,X72,427,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,275,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,Intentional self-harm by other and unspecified firearm discharge,X74,1095,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,Assault by handgun discharge,X93,91,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,"Assault by rifle, shotgun and larger firearm discharge",X94,37,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,Assault by other and unspecified firearm discharge,X95,896,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,"Other and unspecified firearm discharge, undetermined intent",Y24,15,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2013",2013-06,Legal intervention involving firearm discharge,Y35.0,42,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,Handgun discharge,W32,1,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,Discharge from other and unspecified firearms,W34,28,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,Intentional self-harm by handgun discharge,X72,497,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,282,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,Intentional self-harm by other and unspecified firearm discharge,X74,1114,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,Assault by handgun discharge,X93,83,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,"Assault by rifle, shotgun and larger firearm discharge",X94,45,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,Assault by other and unspecified firearm discharge,X95,969,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,"Other and unspecified firearm discharge, undetermined intent",Y24,11,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2013",2013-07,Legal intervention involving firearm discharge,Y35.0,40,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,Handgun discharge,W32,11,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,"Rifle, shotgun and larger firearm discharge",W33,8,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,Discharge from other and unspecified firearms,W34,30,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,Intentional self-harm by handgun discharge,X72,440,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,247,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,Intentional self-harm by other and unspecified firearm discharge,X74,1099,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,Assault by handgun discharge,X93,72,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,"Assault by rifle, shotgun and larger firearm discharge",X94,43,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,Assault by other and unspecified firearm discharge,X95,842,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,"Other and unspecified firearm discharge, undetermined intent",Y24,20,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2013",2013-08,Legal intervention involving firearm discharge,Y35.0,43,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,Handgun discharge,W32,3,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,Discharge from other and unspecified firearms,W34,23,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,Intentional self-harm by handgun discharge,X72,481,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,228,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,Intentional self-harm by other and unspecified firearm discharge,X74,1019,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,Assault by handgun discharge,X93,62,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,"Assault by rifle, shotgun and larger firearm discharge",X94,58,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,Assault by other and unspecified firearm discharge,X95,798,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,"Other and unspecified firearm discharge, undetermined intent",Y24,26,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2013",2013-09,Legal intervention involving firearm discharge,Y35.0,36,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,Handgun discharge,W32,8,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,"Rifle, shotgun and larger firearm discharge",W33,9,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,Discharge from other and unspecified firearms,W34,25,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,Intentional self-harm by handgun discharge,X72,445,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,235,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,Intentional self-harm by other and unspecified firearm discharge,X74,1061,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,Assault by handgun discharge,X93,75,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,"Assault by rifle, shotgun and larger firearm discharge",X94,48,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,Assault by other and unspecified firearm discharge,X95,842,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,"Other and unspecified firearm discharge, undetermined intent",Y24,11,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2013",2013-10,Legal intervention involving firearm discharge,Y35.0,44,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,Handgun discharge,W32,2,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,"Rifle, shotgun and larger firearm discharge",W33,12,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,Discharge from other and unspecified firearms,W34,35,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,Intentional self-harm by handgun discharge,X72,462,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,238,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,Intentional self-harm by other and unspecified firearm discharge,X74,998,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,Assault by handgun discharge,X93,62,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,"Assault by rifle, shotgun and larger firearm discharge",X94,51,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,Assault by other and unspecified firearm discharge,X95,833,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,"Other and unspecified firearm discharge, undetermined intent",Y24,25,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2013",2013-11,Legal intervention involving firearm discharge,Y35.0,33,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,Handgun discharge,W32,8,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,"Rifle, shotgun and larger firearm discharge",W33,11,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,Discharge from other and unspecified firearms,W34,32,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,Intentional self-harm by handgun discharge,X72,437,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,225,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,Intentional self-harm by other and unspecified firearm discharge,X74,1001,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,Assault by handgun discharge,X93,67,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,"Assault by rifle, shotgun and larger firearm discharge",X94,40,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,Assault by other and unspecified firearm discharge,X95,890,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,"Other and unspecified firearm discharge, undetermined intent",Y24,18,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2013",2013-12,Legal intervention involving firearm discharge,Y35.0,31,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,Handgun discharge,W32,11,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,"Rifle, shotgun and larger firearm discharge",W33,6,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,Discharge from other and unspecified firearms,W34,27,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,Intentional self-harm by handgun discharge,X72,421,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,250,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,Intentional self-harm by other and unspecified firearm discharge,X74,1045,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,Assault by handgun discharge,X93,72,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,"Assault by rifle, shotgun and larger firearm discharge",X94,40,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,Assault by other and unspecified firearm discharge,X95,727,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,"Other and unspecified firearm discharge, undetermined intent",Y24,14,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2014",2014-01,Legal intervention involving firearm discharge,Y35.0,32,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,"Rifle, shotgun and larger firearm discharge",W33,7,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,Intentional self-harm by handgun discharge,X72,386,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,222,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,Intentional self-harm by other and unspecified firearm discharge,X74,984,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,Assault by handgun discharge,X93,57,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,"Assault by rifle, shotgun and larger firearm discharge",X94,29,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,Assault by other and unspecified firearm discharge,X95,599,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,"Other and unspecified firearm discharge, undetermined intent",Y24,14,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2014",2014-02,Legal intervention involving firearm discharge,Y35.0,23,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,Handgun discharge,W32,11,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,Intentional self-harm by handgun discharge,X72,449,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,247,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,Intentional self-harm by other and unspecified firearm discharge,X74,1037,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,Assault by handgun discharge,X93,60,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,"Assault by rifle, shotgun and larger firearm discharge",X94,44,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,Assault by other and unspecified firearm discharge,X95,745,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,"Other and unspecified firearm discharge, undetermined intent",Y24,13,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2014",2014-03,Legal intervention involving firearm discharge,Y35.0,42,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,Handgun discharge,W32,4,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,"Rifle, shotgun and larger firearm discharge",W33,6,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,Discharge from other and unspecified firearms,W34,19,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,Intentional self-harm by handgun discharge,X72,461,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,282,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,Intentional self-harm by other and unspecified firearm discharge,X74,1131,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,Assault by handgun discharge,X93,59,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,"Assault by rifle, shotgun and larger firearm discharge",X94,45,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,Assault by other and unspecified firearm discharge,X95,782,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,"Other and unspecified firearm discharge, undetermined intent",Y24,22,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2014",2014-04,Legal intervention involving firearm discharge,Y35.0,45,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,"Rifle, shotgun and larger firearm discharge",W33,6,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,Discharge from other and unspecified firearms,W34,23,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,Intentional self-harm by handgun discharge,X72,426,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,277,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,Intentional self-harm by other and unspecified firearm discharge,X74,1081,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,Assault by handgun discharge,X93,63,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,"Assault by rifle, shotgun and larger firearm discharge",X94,54,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,Assault by other and unspecified firearm discharge,X95,855,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,"Other and unspecified firearm discharge, undetermined intent",Y24,19,Not Applicable,Not Applicable,Not Applicable
,"May, 2014",2014-05,Legal intervention involving firearm discharge,Y35.0,48,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,Handgun discharge,W32,8,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,"Rifle, shotgun and larger firearm discharge",W33,1,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,Discharge from other and unspecified firearms,W34,23,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,Intentional self-harm by handgun discharge,X72,463,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,261,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,Intentional self-harm by other and unspecified firearm discharge,X74,1124,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,Assault by handgun discharge,X93,83,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,"Assault by rifle, shotgun and larger firearm discharge",X94,37,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,Assault by other and unspecified firearm discharge,X95,851,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,"Other and unspecified firearm discharge, undetermined intent",Y24,26,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2014",2014-06,Legal intervention involving firearm discharge,Y35.0,51,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,Handgun discharge,W32,9,Not Applicable,Not Applicable,Not Applicable
